Currency,Contract,Type,Direction,Quantity,Position,Filled Price,Funding,Fee Paid,Cash Flow,Change,Wallet Balance,Action,OrderId,TradeId,Time
USDT,COINAUSDT,SETTLEMENT,BUY,0.00000000000000000000,18.96200000000000000000,102.81172140000000000000,-0.20426972000000000000,0.00000000000000000000,0.00000000000000000000,-0.20426972000000000000,902.27945603000000000000,SETTLEMENT,5c5628f4-1921-2651-8bec-bc4952b81463,4186fe20-3119-e709-64bd-0e2d1075195e,2026-02-21 08:00:00.015
USDT,COINAUSDT,SETTLEMENT,BUY,0.00000000000000000000,18.96200000000000000000,102.81172140000000000000,-0.17432084000000000000,0.00000000000000000000,0.00000000000000000000,-0.17432084000000000000,902.48372576000000000000,SETTLEMENT,51befc3e-71de-5036-c722-3b2a0930df9b,b8e9a3a9-736a-eb7c-1c1a-142f067b78f3,2026-02-21 00:00:00.991
USDT,COINAUSDT,SETTLEMENT,BUY,0.00000000000000000000,18.96200000000000000000,102.81172140000000000000,0.05135688000000000000,0.00000000000000000000,0.00000000000000000000,0.05135688000000000000,902.65804659000000000000,SETTLEMENT,b5be7ace-2738-bd36-8761-fa21886448ef,82da9b76-e31b-03a0-e8f2-0034a3455772,2026-02-20 16:00:00.941
USDT,COINAUSDT,SETTLEMENT,BUY,0.00000000000000000000,18.96200000000000000000,102.81172140000000000000,-0.11301406000000000000,0.00000000000000000000,0.00000000000000000000,-0.11301406000000000000,902.60668971000000000000,SETTLEMENT,bd684327-bed6-ed7e-e9c3-c7309524be59,0d997bc4-71c5-bc13-3e89-ccf5e291c0ac,2026-02-20 08:00:00.792
USDT,COINAUSDT,TRADE,BUY,18.96200000000000000000,18.96200000000000000000,102.81000000000000000000,0.00000000000000000000,-0.38989664000000000000,0.00000000000000000000,-0.38989664000000000000,901.88955939000000000000,OPEN,8d1ac5d1-9fa6-749d-bdb8-0f765600475c,f6fe3827-dfef-e042-cab0-50aa5c89f073,2026-02-20 06:00:00.252
USDT,COINBUSDT,TRADE,SELL,591.30000000000000000000,0.00000000000000000000,2.54970000000000000000,0.00000000000000000000,-0.82920069000000000000,-34.59105000000000000000,-35.42025069000000000000,902.71970376000000000000,CLOSE,dca42bf6-1a79-5ebf-a4f0-3768758426c6,84e0ffde-b806-bb9f-98a7-3f7536ff61eb,2026-02-19 08:00:00.806
USDT,COINBUSDT,SETTLEMENT,BUY,0.00000000000000000000,591.30000000000000000000,2.60823093000000000000,-0.02466815000000000000,0.00000000000000000000,0.00000000000000000000,-0.02466815000000000000,938.44840018000000000000,SETTLEMENT,c3870f7a-b992-561a-cd0d-281a071ee0d5,d070dab7-024d-e95c-95e5-3f351436af78,2026-02-19 00:00:00.571
USDT,COINBUSDT,SETTLEMENT,BUY,0.00000000000000000000,591.30000000000000000000,2.60823093000000000000,-0.09868486000000000000,0.00000000000000000000,0.00000000000000000000,-0.09868486000000000000,938.47306833000000000000,SETTLEMENT,e03c397a-e779-a0cc-1486-499b64e33785,bf818a10-c00f-5952-61c3-996edfc34ec8,2026-02-18 16:00:00.291
USDT,COINBUSDT,SETTLEMENT,BUY,0.00000000000000000000,591.30000000000000000000,2.60823093000000000000,-0.08016136000000000000,0.00000000000000000000,0.00000000000000000000,-0.08016136000000000000,938.57175318000000000000,SETTLEMENT,3a8f6d0a-370c-c571-aa7b-f3dbcc1fe6da,de5ac83c-512f-ca99-4ff6-228e3adcd0ac,2026-02-18 08:00:00.713
USDT,COINBUSDT,TRADE,BUY,591.30000000000000000000,591.30000000000000000000,2.60820000000000000000,0.00000000000000000000,-0.30844573000000000000,0.00000000000000000000,-0.30844573000000000000,938.13995445000000000000,OPEN,e8b5f4c5-4d53-8d76-2d35-356375a1e5a6,cff5327f-2aa4-1085-b39e-a1a9a5eabfcb,2026-02-18 05:00:00.590
USDT,COINAUSDT,TRADE,BUY,14.87600000000000000000,0.00000000000000000000,99.21000000000000000000,0.00000000000000000000,-0.81171638000000000000,45.37180000000000000000,44.56008362000000000000,938.65191454000000000000,CLOSE,6f258b8b-baf2-d7ec-6215-90e1cbddd109,516f642a-fed8-5e1f-7452-e58585644453,2026-02-17 12:00:00.047
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-14.87600000000000000000,102.25559719000000000000,-0.03155573000000000000,0.00000000000000000000,0.00000000000000000000,-0.03155573000000000000,894.92850179000000000000,SETTLEMENT,70121d6b-5add-6b49-1f31-8c456a1ea5ef,39f05a63-fff0-8192-7496-5db7a9409277,2026-02-17 08:00:00.335
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-14.87600000000000000000,102.25559719000000000000,0.05881513000000000000,0.00000000000000000000,0.00000000000000000000,0.05881513000000000000,894.96005752000000000000,SETTLEMENT,b339add3-7458-a2f4-955b-0fc0ce2d12a2,73cccdbe-4256-80ed-b740-ff680cef6fa7,2026-02-17 00:00:00.132
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-14.87600000000000000000,102.25559719000000000000,-0.03002080000000000000,0.00000000000000000000,0.00000000000000000000,-0.03002080000000000000,894.90124239000000000000,SETTLEMENT,3a7f49c7-9ef5-c5ee-a0c4-460b1ab2fec9,bc140461-9f20-ab2d-0168-41cd8375af8e,2026-02-16 16:00:00.285
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-14.87600000000000000000,102.25559719000000000000,0.01655298000000000000,0.00000000000000000000,0.00000000000000000000,0.01655298000000000000,894.93126319000000000000,SETTLEMENT,dc64b23d-9c20-8cfe-2e83-3cf2c118751a,209ec410-ef04-b0d4-014d-d49814f4bde5,2026-02-16 08:00:00.716
COINA,COINAUSDT,TRADE,BUY,0.97200000000000000000,0.00000000000000000000,102.47000000000000000000,0.00000000000000000000,-0.00097200000000000000,0.97200000000000000000,0.97102800000000000000,465.80988499000000000000,--,0701904108228475724,2268672546670851323,2026-02-16 07:58:50.957
USDT,COINAUSDT,TRADE,BUY,-99.60084000000000000000,0.00000000000000000000,102.47000000000000000000,0.00000000000000000000,0.00000000000000000000,-99.60084000000000000000,-99.60084000000000000000,1374.32144423000000000000,--,0701904108228475724,2268672546670851323,2026-02-16 07:58:50.269
USDT,COINAUSDT,TRADE,SELL,14.87600000000000000000,-14.87600000000000000000,102.26000000000000000000,0.00000000000000000000,-0.83667087000000000000,0.00000000000000000000,-0.83667087000000000000,894.09183092000000000000,OPEN,15358181-c226-63ba-9a5e-834c19141366,0132210a-5c42-47fe-afaf-4412e1b34ec7,2026-02-16 04:00:00.196
USDT,COINAUSDT,TRADE,BUY,4.83900000000000000000,0.00000000000000000000,101.65000000000000000000,0.00000000000000000000,-0.09837687000000000000,-5.12934000000000000000,-5.22771687000000000000,894.91471021000000000000,CLOSE,6be8b962-27e0-f8f0-c139-ec727e47ad9e,55d9f820-0c7a-3e05-efde-02e6f13aff1d,2026-02-15 14:00:00.449
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.83900000000000000000,100.59426608000000000000,0.00004463000000000000,0.00000000000000000000,0.00000000000000000000,0.00004463000000000000,900.41014233000000000000,SETTLEMENT,9686e641-c075-9875-8068-21c44c4b2f9b,368e455b-0c79-7f4b-b7f4-15af6f1f0bf3,2026-02-15 08:00:00.693
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.83900000000000000000,100.59426608000000000000,-0.01049837000000000000,0.00000000000000000000,0.00000000000000000000,-0.01049837000000000000,900.41009770000000000000,SETTLEMENT,5d42e750-34a1-0111-6955-fb4ae9eae60b,085a70db-270b-8e9c-6296-d41911dd83e5,2026-02-15 00:00:00.429
USDT,COINAUSDT,TRADE,SELL,4.83900000000000000000,-4.83900000000000000000,100.59000000000000000000,0.00000000000000000000,-0.26771526000000000000,0.00000000000000000000,-0.26771526000000000000,900.14242708000000000000,OPEN,2ec763f1-8ef1-09b7-85d7-495f1b5067ad,be80aaa3-5447-44e3-d811-80e5c0eee339,2026-02-14 17:00:00.157
USDT,COINCUSDT,TRADE,BUY,2268.00000000000000000000,0.00000000000000000000,0.35772000000000000000,0.00000000000000000000,-0.44621993000000000000,21.09240000000000000000,20.64618007000000000000,900.42059607000000000000,CLOSE,65248f3a-eb6f-22f1-835d-b0a52a97d41e,ea742087-dde5-1c35-68e3-cee1b3cc711d,2026-02-13 12:00:00.565
USDT,COINCUSDT,SETTLEMENT,SELL,0.00000000000000000000,-2268.00000000000000000000,0.36701620000000000000,0.04082720000000000000,0.00000000000000000000,0.00000000000000000000,0.04082720000000000000,880.23223675000000000000,SETTLEMENT,6686a2ac-dede-9b4b-2aa2-a622766a2520,0babf00a-73dc-d677-e228-6d83bdc1371a,2026-02-13 08:00:00.259
USDT,COINCUSDT,SETTLEMENT,SELL,0.00000000000000000000,-2268.00000000000000000000,0.36701620000000000000,0.00547825000000000000,0.00000000000000000000,0.00000000000000000000,0.00547825000000000000,880.19140955000000000000,SETTLEMENT,952c3ed6-aa03-c781-1643-94b50148bc7c,865030ab-97dc-1654-3c0f-1b60af4b037b,2026-02-13 00:00:00.423
USDT,COINCUSDT,SETTLEMENT,SELL,0.00000000000000000000,-2268.00000000000000000000,0.36701620000000000000,0.02722691000000000000,0.00000000000000000000,0.00000000000000000000,0.02722691000000000000,880.18593130000000000000,SETTLEMENT,da3450c6-db04-b459-0a94-b34fa07e31e2,0f19e0ee-622f-8537-f4f2-5af30bd10ce2,2026-02-12 16:00:00.637
USDT,COINCUSDT,TRADE,SELL,2268.00000000000000000000,-2268.00000000000000000000,0.36702000000000000000,0.00000000000000000000,-0.45782075000000000000,0.00000000000000000000,-0.45782075000000000000,879.77441600000000000000,OPEN,bcf3b53e-c891-1895-0dac-2dc3ebc87426,786a74a6-f826-7692-7bb5-fa49b4b0da9f,2026-02-12 12:00:00.727
COINC,COINCUSDT,TRADE,SELL,-424.00000000000000000000,0.00000000000000000000,0.35241000000000000000,0.00000000000000000000,0.00000000000000000000,-424.00000000000000000000,-424.00000000000000000000,258.95015406000000000000,--,3334490084574182553,2278554455656394517,2026-02-12 07:02:18.449
USDT,COINCUSDT,TRADE,SELL,149.42184000000000000000,0.00000000000000000000,0.35241000000000000000,0.00000000000000000000,-0.14942184000000000000,149.42184000000000000000,149.27241816000000000000,2335.72093003000000000000,--,3334490084574182553,2278554455656394517,2026-02-12 07:02:18.331
USDT,COINAUSDT,TRADE,BUY,4.28200000000000000000,0.00000000000000000000,103.34000000000000000000,0.00000000000000000000,-0.24337603000000000000,-13.87368000000000000000,-14.11705603000000000000,880.15870440000000000000,CLOSE,c3ec181c-caa7-3bf9-2389-c277ad1b1713,9397199e-ca6c-0346-a71f-ce09b149b597,2026-02-12 02:00:00.414
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.28200000000000000000,100.10282842000000000000,0.04902202000000000000,0.00000000000000000000,0.00000000000000000000,0.04902202000000000000,894.36148607000000000000,SETTLEMENT,006fff74-abff-8d47-8f53-ed3839055862,34a85ceb-515b-57a9-3b29-3005e93b1c2c,2026-02-12 00:00:00.416
COINB,COINBUSDT,TRADE,SELL,-223.40000000000000000000,0.00000000000000000000,2.59300000000000000000,0.00000000000000000000,0.00000000000000000000,-223.40000000000000000000,-223.40000000000000000000,557.67523949000000000000,--,3835539163642748052,2219731858377853697,2026-02-11 23:31:22.929
USDT,COINBUSDT,TRADE,SELL,579.27620000000000000000,0.00000000000000000000,2.59300000000000000000,0.00000000000000000000,-0.57927620000000000000,579.27620000000000000000,578.69692380000000000000,1953.01836803000000000000,--,3835539163642748052,2219731858377853697,2026-02-11 23:31:22.571
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00357590000000000000,-0.00357590000000000000,-40.00000000000000000000,--,,,2026-02-11 23:05:00.839
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00348129000000000000,-0.00348129000000000000,-40.00000000000000000000,--,,,2026-02-11 22:05:00.171
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00165450000000000000,-0.00165450000000000000,-40.00000000000000000000,--,,,2026-02-11 21:05:00.125
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00311060000000000000,-0.00311060000000000000,-40.00000000000000000000,--,,,2026-02-11 20:05:00.035
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00244037000000000000,-0.00244037000000000000,-40.00000000000000000000,--,,,2026-02-11 19:05:00.453
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00230424000000000000,-0.00230424000000000000,-40.00000000000000000000,--,,,2026-02-11 18:05:00.249
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00140501000000000000,-0.00140501000000000000,-40.00000000000000000000,--,,,2026-02-11 17:05:00.604
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00133464000000000000,-0.00133464000000000000,-40.00000000000000000000,--,,,2026-02-11 16:05:00.465
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.28200000000000000000,100.10282842000000000000,-0.01035307000000000000,0.00000000000000000000,0.00000000000000000000,-0.01035307000000000000,894.31246405000000000000,SETTLEMENT,73e54ee2-c9f9-7f9a-4154-30548541790b,81e5ed8d-cfee-7c68-b790-068f865b9cb3,2026-02-11 16:00:00.582
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00300481000000000000,-0.00300481000000000000,-40.00000000000000000000,--,,,2026-02-11 15:05:00.113
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00210725000000000000,-0.00210725000000000000,-40.00000000000000000000,--,,,2026-02-11 14:05:00.943
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00333324000000000000,-0.00333324000000000000,-40.00000000000000000000,--,,,2026-02-11 13:05:00.148
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00203636000000000000,-0.00203636000000000000,-40.00000000000000000000,--,,,2026-02-11 12:05:00.717
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00377505000000000000,-0.00377505000000000000,-40.00000000000000000000,--,,,2026-02-11 11:05:00.803
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00284481000000000000,-0.00284481000000000000,-40.00000000000000000000,--,,,2026-02-11 10:05:00.011
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00363111000000000000,-0.00363111000000000000,-40.00000000000000000000,--,,,2026-02-11 09:05:00.323
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00250622000000000000,-0.00250622000000000000,-40.00000000000000000000,--,,,2026-02-11 08:05:00.161
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.28200000000000000000,100.10282842000000000000,0.01279842000000000000,0.00000000000000000000,0.00000000000000000000,0.01279842000000000000,894.32281712000000000000,SETTLEMENT,0c5f1a2a-4492-47ea-0bba-f138f5c27079,f7bf5bd0-d823-e39d-b605-3349a833a9fb,2026-02-11 08:00:00.718
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00218281000000000000,-0.00218281000000000000,-40.00000000000000000000,--,,,2026-02-11 07:05:00.293
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00304863000000000000,-0.00304863000000000000,-40.00000000000000000000,--,,,2026-02-11 06:05:00.831
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00316450000000000000,-0.00316450000000000000,-40.00000000000000000000,--,,,2026-02-11 05:05:00.330
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00243812000000000000,-0.00243812000000000000,-40.00000000000000000000,--,,,2026-02-11 04:05:00.809
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00111307000000000000,-0.00111307000000000000,-40.00000000000000000000,--,,,2026-02-11 03:05:00.301
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00326133000000000000,-0.00326133000000000000,-40.00000000000000000000,--,,,2026-02-11 02:05:00.155
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00256308000000000000,-0.00256308000000000000,-40.00000000000000000000,--,,,2026-02-11 01:05:00.600
USDT,,INTEREST,--,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00342551000000000000,-0.00342551000000000000,-40.00000000000000000000,--,,,2026-02-11 00:05:00.997
USDT,COINAUSDT,SETTLEMENT,SELL,0.00000000000000000000,-4.28200000000000000000,100.10282842000000000000,0.03028951000000000000,0.00000000000000000000,0.00000000000000000000,0.03028951000000000000,894.31001869000000000000,SETTLEMENT,cbee53b8-de85-35b0-967f-218f133b76d2,b73264cd-7831-2033-5105-51e55457b190,2026-02-11 00:00:00.700
USDT,COINAUSDT,TRADE,SELL,4.28200000000000000000,-4.28200000000000000000,100.10000000000000000000,0.00000000000000000000,-0.08572564000000000000,0.00000000000000000000,-0.08572564000000000000,894.27576043000000000000,OPEN,4e41c22b-bf75-e1d9-282a-d028db103022,88f69c71-a88f-703f-3777-248bbad8843d,2026-02-10 23:00:00.733
COINB,,CURRENCY_SELL,--,180.00000000000000000000,0.00000000000000000000,0.38846412000000000000,0.00000000000000000000,-3.60000000000000000000,-176.40000000000000000000,-180.00000000000000000000,0.00000000000000000000,--,a7950b71-f53c-a68a-87b2-1a64387d78df,a7950b71-f53c-a68a-87b2-1a64387d78df,2026-02-10 01:00:00.185
USDT,,CURRENCY_BUY,--,454.09599712000000000000,0.00000000000000000000,0.38846412000000000000,0.00000000000000000000,0.00000000000000000000,454.09599712000000000000,454.09599712000000000000,2628.79907851000000000000,--,a7950b71-f53c-a68a-87b2-1a64387d78df,a7950b71-f53c-a68a-87b2-1a64387d78df,2026-02-10 01:00:00.525
USDT,COINAUSDT,TRADE,SELL,5.95200000000000000000,0.00000000000000000000,98.05000000000000000000,0.00000000000000000000,-0.32097648000000000000,0.77376000000000000000,0.45278352000000000000,894.27972918000000000000,CLOSE,c99c366f-5468-0de7-b28e-27c5ba717eaa,e69a706b-2ca2-4522-387a-84a3f9a28557,2026-02-09 23:00:00.928
USDT,COINAUSDT,SETTLEMENT,BUY,0.00000000000000000000,5.95200000000000000000,97.91523302000000000000,-0.02356601000000000000,0.00000000000000000000,0.00000000000000000000,-0.02356601000000000000,894.14749657000000000000,SETTLEMENT,a3edf631-227e-2f38-7880-a48a7546ae7d,dd63d646-aebd-d483-26a3-c39d84d9b4af,2026-02-09 16:00:00.796
USDT,COINA-27MAR26-120-C-USDT,TRADE,BUY,4.00000000000000000000,4.00000000000000000000,1.86000000000000000000,0.00000000000000000000,-0.12000000000000000000,-7.44000000000000000000,-7.56000000000000000000,2628.79907851000000000000,OPEN,3c976b5e-b3f3-06dc-fa1c-b3b1f648894b,9c4f253d-3952-a5e8-219a-51af2e9c1bb3,2026-02-09 12:00:00.590
USDT,COINAUSDT,TRADE,BUY,5.95200000000000000000,5.95200000000000000000,97.92000000000000000000,0.00000000000000000000,-0.32055091000000000000,0.00000000000000000000,-0.32055091000000000000,893.82694566000000000000,OPEN,6f3ca3fa-bc89-7f7a-c558-0e81239a9bce,f5dadc34-7b71-8e65-d92a-9d42042ffd92,2026-02-09 11:00:00.046
USDT,COINCUSDT,TRADE,SELL,2671.00000000000000000000,0.00000000000000000000,0.37319000000000000000,0.00000000000000000000,-0.54823477000000000000,14.12959000000000000000,13.58135523000000000000,894.17106259000000000000,CLOSE,681e15ae-9c21-a0be-eef3-8882da35bda6,52d86962-8856-f2f0-7e82-27cdb8e54921,2026-02-08 23:00:00.227
USDT,COINCUSDT,TRADE,BUY,2671.00000000000000000000,2671.00000000000000000000,0.36790000000000000000,0.00000000000000000000,-0.54046350000000000000,0.00000000000000000000,-0.54046350000000000000,880.58970736000000000000,OPEN,600a316a-d64d-f087-e86e-d44b67ef9e82,130d938b-a3be-f38c-c9c5-86091a265c9c,2026-02-08 21:00:00.390
USDT,COINAUSDT,LIQUIDATION,SELL,8.84200000000000000000,0.00000000000000000000,89.01000000000000000000,0.00000000000000000000,-0.43286453000000000000,-77.80960000000000000000,-78.24246453000000000000,881.13017085000000000000,CLOSE,04c8629a-e23f-69f3-9235-b80a8477e7e7,6b7b7738-e05d-f134-72bc-9abbd0fdd15c,2026-02-07 17:00:00.771
